,state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,popul_single_paren_prc_unemployment_rate_2010,AsianNonHispanicPct2010_population_total_2010,rural_population_prc_urban_population_prc,avg_ann_pay_per_emp_large_urban_population_prc,avg_ann_pay_per_emp_total_urban_population_prc,popul_college_grad_prc_urban_population_prc,AsianNonHispanicPct2010_urban_population_prc,urban_population_prc_rural_population_prc,liquor_stores_per10k_per_capita_sme_num,avg_ann_pay_per_emp_total_avg_ann_pay_per_emp_sme,AsianNonHispanicPct2010_avg_ann_pay_per_emp_sme,urban_population_prc_avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total_avg_ann_pay_per_emp_large,urban_population_prc_avg_ann_pay_per_emp_total,avg_ann_pay_per_emp_sme_avg_ann_pay_per_emp_total,avg_ann_pay_per_emp_large_avg_ann_pay_per_emp_total,popul_college_grad_prc_avg_ann_pay_per_emp_total,AsianNonHispanicPct2010_avg_ann_pay_per_emp_total,2008_rep_%_vote_2008_dem_%_vote,2008_dem_%_vote_2008_rep_%_vote,popul_college_grad_prc_smoke_percent_2010,popul_single_paren_prc_popul_hs_grad_prc,WhiteNonHispanicPct2010_popul_hs_grad_prc,urban_population_prc_popul_college_grad_prc,avg_ann_pay_per_emp_total_popul_college_grad_prc,smoke_percent_2010_popul_college_grad_prc,AsianNonHispanicPct2010_popul_college_grad_prc,unemployment_rate_2010_popul_single_paren_prc,popul_hs_grad_prc_popul_single_paren_prc,WhiteNonHispanicPct2010_popul_single_paren_prc,BlackNonHispanicPct2010_popul_single_paren_prc,per_capita_sme_num_liquor_stores_per10k,popul_hs_grad_prc_WhiteNonHispanicPct2010,popul_single_paren_prc_WhiteNonHispanicPct2010,BlackNonHispanicPct2010_WhiteNonHispanicPct2010,HispanicPct2010_WhiteNonHispanicPct2010,popul_single_paren_prc_BlackNonHispanicPct2010,WhiteNonHispanicPct2010_BlackNonHispanicPct2010,population_total_2010_AsianNonHispanicPct2010,urban_population_prc_AsianNonHispanicPct2010,avg_ann_pay_per_emp_sme_AsianNonHispanicPct2010,avg_ann_pay_per_emp_total_AsianNonHispanicPct2010,popul_college_grad_prc_AsianNonHispanicPct2010,WhiteNonHispanicPct2010_HispanicPct2010
0,AL,Autauga,8.8,54571.0,0.579978377,0.420021623,0.002620439,0.012259259,0.002565465,22667.03037,31792.20223,26856.69322,0.002913635,0.257730214,0.736136373,0.006133412,25.77,72.0,21.0,9.0,0.4,1.1727840794561215,77.25,17.58,0.86,0.4,2.4,1.59,79.2,46931.06,0.24360345921244586,18438.78985061118,15576.301345322505,12.179545917,0.49878140422,0.24360345921244586,0.0049037036,608761480.8555131,19493.6461182,18438.78985061118,853833422.0793099,15576.301345322505,608761480.8555131,853833422.0793099,563990.55762,23096.7561692,0.18972458494647385,0.18972458494647385,541.17,648.0,5562.0,12.179545917,563990.55762,541.17,18.06,79.2,648.0,695.25,158.21999999999997,0.0049037036,5562.0,695.25,1358.0549999999998,185.4,158.21999999999997,1358.0549999999998,46931.06,0.49878140422,19493.6461182,23096.7561692,18.06,185.4
1,AL,Baldwin,9.9,182265.0,0.577209009,0.422790991,0.002112309,0.020108084,0.002019038,28664.84962,29390.96748,28943.22956,0.004030066,0.238119219,0.752594794,0.009285986,22.97,67.0,26.0,9.0,0.8,1.4868460757687982,83.5,9.31,0.74,0.63,4.38,1.49,89.10000000000001,134876.1,0.24403876892923795,16964.73121268203,16706.292851587106,15.007434234000002,0.42713466666000005,0.24403876892923795,0.0160864672,829653322.8545388,21211.9887188,16964.73121268203,850669518.7641346,16706.292851587106,829653322.8545388,850669518.7641346,752523.96856,21417.9898744,0.17920728457074586,0.17920728457074586,597.22,603.0,5594.5,15.007434234000002,752523.96856,597.22,19.24,89.10000000000001,603.0,751.5,83.79,0.0160864672,5594.5,751.5,777.385,365.73,83.79,777.385,134876.1,0.42713466666000005,21211.9887188,21417.9898744,19.24,365.73
2,AL,Bibb,11.2,22915.0,0.316473925,0.683526075,0.002574733,0.011171722,0.00091643,27318.29733,30995.42334,32141.14833,0.002891119,0.265964831,0.724433133,0.009602036,30.11,60.0,11.0,5.0,0.5,0.52367444905084,75.02,21.92,0.1,0.28,1.77,0.89,56.0,2291.5,0.21631817979509435,9809.24328144641,10171.835366002295,3.4812131749999997,0.0316473925,0.21631817979509435,0.005585861,878041446.606573,2731.8297330000005,9809.24328144641,996228499.122084,10171.835366002295,878041446.606573,996228499.122084,353552.63163,3214.114833,0.19267373578914554,0.19267373578914554,331.21,300.0,4501.2,3.4812131749999997,353552.63163,331.21,1.1,56.0,300.0,375.09999999999997,109.60000000000001,0.005585861,4501.2,375.09999999999997,1644.4384,132.78539999999998,109.60000000000001,1644.4384,2291.5,0.0316473925,2731.8297330000005,3214.114833,1.1,132.78539999999998
3,AL,Blount,9.7,57322.0,0.10048498,0.89951502,0.000418687,0.010484631,0.001081609,26050.59382,28186.23482,26788.59008,0.00216758,0.145135369,0.840194503,0.014670128,27.89,73.0,12.0,7.0,0.0,0.8548201388646594,88.89,1.26,0.2,0.5,8.07,1.19,67.89999999999999,11464.400000000001,0.0903877487943996,2832.293242163004,2691.850938416999,1.20581976,0.020096996000000002,0.0903877487943996,0.0,697858679.1845613,5210.118764,2832.293242163004,755069490.4916027,2691.850938416999,697858679.1845613,755069490.4916027,321463.08096000005,5357.718016000001,0.1219419392246766,0.1219419392246766,334.68,511.0,6488.97,1.20581976,321463.08096000005,334.68,2.4000000000000004,67.89999999999999,511.0,622.23,8.82,0.0,6488.97,622.23,112.0014,717.3423,8.82,112.0014,11464.400000000001,0.020096996000000002,5210.118764,5357.718016000001,2.4000000000000004,717.3423
4,AL,Butler,13.4,20947.0,0.287678427,0.712321573,0.003150809,0.015563088,0.003580465,27202.56233,25225.62358,26257.3184,0.002980379,0.431352353,0.564939747,0.0037079,28.27,69.0,12.0,10.0,0.5,0.5728743972883945,54.06,43.19,0.83,0.28,0.91,0.77,134.0,17386.01,0.20491954963880568,7256.867711588508,7553.664054550157,3.452141124,0.23877309441,0.20491954963880568,0.007781544,714266340.394656,22578.1267339,7256.867711588508,662357230.1786078,7553.664054550157,714266340.394656,662357230.1786078,315087.8208,21793.574271999998,0.24368808917167473,0.24368808917167473,339.24,690.0,3730.1400000000003,3.452141124,315087.8208,339.24,9.959999999999999,134.0,690.0,540.6,431.9,0.007781544,3730.1400000000003,540.6,2334.8514,49.1946,431.9,2334.8514,17386.01,0.23877309441,22578.1267339,21793.574271999998,9.959999999999999,49.1946
5,AL,Calhoun,11.2,118572.0,0.663031744,0.336968256,0.004309618,0.015045711,0.002285531,27623.4168,35176.55667,31674.40665,0.00426222,0.331708704,0.65691889,0.011372406,28.61,65.0,17.0,10.0,0.6,0.4807205748406032,73.61,20.39,0.7,0.4,3.28,1.67,112.0,83000.4,0.22342065044831846,23323.17371682493,21001.137081314697,11.271539648,0.46412222079999993,0.22342065044831846,0.0090274266,874955336.7856417,19336.39176,23323.17371682493,1114196560.5123498,21001.137081314697,874955336.7856417,1114196560.5123498,538464.91305,22172.084655,0.2179057136350186,0.2179057136350186,486.37,650.0,4784.65,11.271539648,538464.91305,486.37,11.899999999999999,112.0,650.0,736.1,203.9,0.0090274266,4784.65,736.1,1500.9079,241.4408,203.9,1500.9079,83000.4,0.46412222079999993,19336.39176,22172.084655,11.899999999999999,241.4408
6,AL,Chambers,14.6,34215.0,0.508519655,0.491480345,0.003127283,0.014233523,0.001636709,27426.2218,32679.06482,29036.81981,0.004146719,0.45460016,0.539382188,0.006017652,29.46,64.0,10.0,9.0,0.9,1.6074820984948122,58.14,38.6,0.49,0.17,1.57,1.13,131.4,16765.35,0.24992741547868094,16617.946767989037,14765.793592078366,5.085196549999999,0.24917463094999998,0.24992741547868094,0.0128101707,796370260.4756938,13438.848682,16617.946767989037,948896116.7376502,14765.793592078366,796370260.4756938,948896116.7376502,290368.19810000004,14228.0417069,0.2452032289659501,0.2452032289659501,294.6,576.0,3720.96,5.085196549999999,290368.19810000004,294.6,4.9,131.4,576.0,523.26,347.40000000000003,0.0128101707,3720.96,523.26,2244.204,91.27980000000001,347.40000000000003,2244.204,16765.35,0.24917463094999998,13438.848682,14228.0417069,4.9,91.27980000000001
7,AL,Chilton,10.1,43643.0,0.132552758,0.867447242,0.004903421,0.014229086,0.00158101,24580.77879,33099.06639,27011.69331,0.004009807,0.206578577,0.784931122,0.008490301,28.93,71.0,10.0,8.0,0.7,3.826501386247508,81.1,9.56,0.29,0.31,7.84,1.16,80.8,12656.47,0.11498252434659344,4387.372537219603,3580.4744464906485,1.32552758,0.038440299819999996,0.11498252434659344,0.009960360199999999,663968457.9964329,7128.425849099999,4387.372537219603,894061830.1740088,3580.4744464906485,663968457.9964329,894061830.1740088,270116.93309999997,7833.391059899999,0.1621499542257734,0.1621499542257734,289.3,568.0,5758.099999999999,1.32552758,270116.93309999997,289.3,2.9,80.8,568.0,648.8,76.48,0.009960360199999999,5758.099999999999,648.8,775.316,635.824,76.48,775.316,12656.47,0.038440299819999996,7128.425849099999,7833.391059899999,2.9,635.824
8,AL,Clarke,19.5,25833.0,0.240196648,0.759803352,0.004529091,0.019238958,0.002554872,28078.7068,39955.14383,31805.53856,0.00429683,0.440193524,0.555712691,0.004093785,24.25,66.0,13.0,8.0,1.1,1.50969689931483,53.97,43.67,0.29,0.37,1.05,0.68,156.0,7491.57,0.18250221828956412,9597.091618323882,7639.583749946747,3.1225564240000003,0.06965702792,0.18250221828956412,0.021162853800000003,893058391.8423343,8142.824971999999,9597.091618323882,1270794867.7554111,7639.583749946747,893058391.8423343,1270794867.7554111,413472.00128,9223.606182399999,0.24462112778281309,0.24462112778281309,315.25,528.0,3562.02,3.1225564240000003,413472.00128,315.25,3.7699999999999996,156.0,528.0,431.76,349.36,0.021162853800000003,3562.02,431.76,2356.8699,56.6685,349.36,2356.8699,7491.57,0.06965702792,8142.824971999999,9223.606182399999,3.7699999999999996,56.6685
9,AL,Clay,14.2,13932.0,0.0,1.0,0.002009762,0.011986793,0.001363767,21825.99689,33780.26534,26421.74052,0.007003302,0.258102361,0.730898959,0.01099868,30.42,62.0,9.0,8.0,0.0,2.0097616996841805,80.29,14.7,0.17,0.39,2.86,1.69,113.6,2368.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576680826.4179069,3710.4194713,0.0,892533405.5102295,0.0,576680826.4179069,892533405.5102295,237795.66468,4491.6958884000005,0.1886467469703422,0.1886467469703422,273.78000000000003,496.0,4977.9800000000005,0.0,237795.66468,273.78000000000003,1.53,113.6,496.0,642.32,117.6,0.0,4977.9800000000005,642.32,1180.2630000000001,229.6294,117.6,1180.2630000000001,2368.44,0.0,3710.4194713,4491.6958884000005,1.53,229.6294
10,AL,Cleburne,9.8,14972.0,0.0,1.0,0.002604862,0.010219076,0.000868287,34898.19495,30568.30601,33669.07963,0.004933209,0.17991374,0.8034504,0.01663586,29.04,68.0,10.0,7.0,2.1,1.8033662837296285,93.21,3.3,0.15,0.33,2.05,1.07,68.60000000000001,2245.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0214600596,1174990104.7148137,5234.7292425,0.0,1029206729.2048976,0.0,1174990104.7148137,1029206729.2048976,336690.7963,5050.3619444999995,0.14455176636849598,0.14455176636849598,290.4,476.0,6338.28,0.0,336690.7963,290.4,1.5,68.60000000000001,476.0,652.4699999999999,23.099999999999998,0.0214600596,6338.28,652.4699999999999,307.59299999999996,191.08049999999997,23.099999999999998,307.59299999999996,2245.7999999999997,0.0,5234.7292425,5050.3619444999995,1.5,191.08049999999997
11,AL,Coffee,8.5,49948.0,0.528049171,0.471950829,0.003623769,0.01729799,0.002042124,27174.05105,25239.59572,26399.7779,0.00292304,0.252335056,0.74120628,0.006458665,24.22,78.0,20.0,11.0,0.7,0.8608953311443902,72.34,16.53,1.26,1.21,6.37,2.5,93.5,62934.48,0.24921324400621278,13327.74759632115,13940.380834679123,10.560983420000001,0.6653419554600001,0.24921324400621278,0.012108592999999999,717388912.3632618,34239.304323,13327.74759632115,666319721.2937907,13940.380834679123,717388912.3632618,666319721.2937907,527995.558,33263.720154,0.18703232817135168,0.18703232817135168,484.4,858.0,5642.52,10.560983420000001,527995.558,484.4,25.2,93.5,858.0,795.74,181.83,0.012108592999999999,5642.52,795.74,1195.7802000000001,460.80580000000003,181.83,1195.7802000000001,62934.48,0.6653419554600001,34239.304323,33263.720154,25.2,460.80580000000003
12,AL,Colbert,11.3,54428.0,0.561053134,0.438946866,0.002333358,0.018538252,0.002700816,32964.20745,32478.99528,32727.64706,0.002012751,0.390572797,0.593285835,0.016141368,26.18,68.0,16.0,7.0,2.0,1.0105092966855296,79.62,15.99,0.41,0.48,2.01,1.55,79.10000000000001,22315.48,0.24627251482877804,18222.442091015208,18361.948951458886,8.976850144,0.23003178493999998,0.24627251482877804,0.037076504,1078840947.0362227,13515.3250545,18222.442091015208,1062961094.3872458,18361.948951458886,1078840947.0362227,1062961094.3872458,523642.35296,13418.3352946,0.2317213079964305,0.2317213079964305,418.88,476.0,5414.16,8.976850144,523642.35296,418.88,6.56,79.10000000000001,476.0,557.34,111.93,0.037076504,5414.16,557.34,1273.1238,160.03619999999998,111.93,1273.1238,22315.48,0.23003178493999998,13515.3250545,13418.3352946,6.56,160.03619999999998
13,AL,Covington,10.2,37765.0,0.30348206,0.69651794,0.002250761,0.018826956,0.002462598,27256.05774,31977.47265,29355.91603,0.005299616,0.205232153,0.788243491,0.006524355,29.74,69.0,14.0,9.0,1.9,0.7149477028995102,84.08,12.41,0.39,0.52,1.28,1.38,91.8,14728.35,0.2113806992581564,9704.589273415659,8908.993869971422,4.24874884,0.11835800340000001,0.2113806992581564,0.03577121639999999,800126542.3242716,10629.8625186,9704.589273415659,938728001.9650216,8908.993869971422,800126542.3242716,938728001.9650216,410982.82442,11448.8072517,0.16177290874616612,0.16177290874616612,416.35999999999996,621.0,5801.5199999999995,4.24874884,410982.82442,416.35999999999996,5.46,91.8,621.0,756.72,111.69,0.03577121639999999,5801.5199999999995,756.72,1043.4328,107.6224,111.69,1043.4328,14728.35,0.11835800340000001,10629.8625186,11448.8072517,5.46,107.6224
14,AL,Crenshaw,10.0,13906.0,0.0,1.0,0.002444988,0.01431037,0.001797785,28784.4682,35324.77341,31576.91067,0.002876456,0.308059132,0.686536322,0.005404546,27.23,65.0,12.0,10.0,0.7,0.7191140514885661,72.06,23.31,1.36,0.4,1.47,1.45,100.0,18912.16,0.0,0.0,0.0,0.0,0.0,0.0,0.010017258999999999,908924581.0348557,39146.876752000004,0.0,1115447214.4055614,0.0,908924581.0348557,1115447214.4055614,378922.92804,42944.598511200005,0.2114937834417925,0.2114937834417925,326.76,650.0,4683.900000000001,0.0,378922.92804,326.76,16.32,100.0,650.0,720.6,233.1,0.010017258999999999,4683.900000000001,720.6,1679.7186,105.9282,233.1,1679.7186,18912.16,0.0,39146.876752000004,42944.598511200005,16.32,105.9282
15,AL,Cullman,10.3,80406.0,0.267604408,0.732395592,0.001616795,0.017809616,0.001865532,30093.23107,31123.32802,30482.25044,0.003589782,0.166095454,0.818467639,0.015436907,27.61,74.0,13.0,8.0,0.0,1.6789791806581598,92.74,1.02,0.42,0.49,4.3,1.11,82.4,33770.52,0.19599228881896955,8328.739769781912,8157.18458350394,3.4788573040000004,0.11239385136,0.19599228881896955,0.0,917309406.0245292,12639.1570494,8328.739769781912,948709079.2319094,8157.18458350394,917309406.0245292,948709079.2319094,396269.25572,12802.5451848,0.1359437540840131,0.1359437540840131,358.93,592.0,6862.759999999999,3.4788573040000004,396269.25572,358.93,5.46,82.4,592.0,741.92,8.16,0.0,6862.759999999999,741.92,94.59479999999999,398.782,8.16,94.59479999999999,33770.52,0.11239385136,12639.1570494,12802.5451848,5.46,398.782
16,AL,Dale,8.7,50251.0,0.491114605,0.508885395,0.003024815,0.012736065,0.001810909,26393.8326,56450.88868,43487.3841,0.001245149,0.272774327,0.71873706,0.008488613,24.26,64.0,15.0,11.0,0.4,0.7960040596207041,71.05,19.0,1.05,0.67,5.61,2.99,95.69999999999999,52763.55,0.24992104975569396,27723.85589597717,21357.28946475478,7.366719075,0.5156703352500001,0.24992104975569396,0.005094426,1147798736.147302,27713.524230000003,27723.85589597717,2454901478.813502,21357.28946475478,1147798736.147302,2454901478.813502,652310.7615,45661.753305000006,0.19605301783145862,0.19605301783145862,363.90000000000003,704.0,4547.2,7.366719075,652310.7615,363.90000000000003,15.75,95.69999999999999,704.0,781.55,209.0,0.005094426,4547.2,781.55,1349.95,398.5905,209.0,1349.95,52763.55,0.5156703352500001,27713.524230000003,45661.753305000006,15.75,398.5905
17,AL,Dallas,16.6,43820.0,0.543610224,0.456389776,0.006230032,0.013920584,0.002350525,24341.49619,34801.14845,28656.02246,0.004101095,0.670727029,0.326011893,0.003261078,27.68,56.0,14.0,16.0,0.5,1.1410314924691922,28.93,69.18,0.33,0.18,0.71,0.68,265.6,14460.6,0.24809814836266986,18918.260104361754,15577.706788429632,7.610543136,0.17939137392,0.24809814836266986,0.006960292,697530461.5306445,8032.693742700001,18918.260104361754,997262491.6169943,15577.706788429632,697530461.5306445,997262491.6169943,401184.31444,9456.4874118,0.2186649884105559,0.2186649884105559,387.52,896.0,1620.08,7.610543136,401184.31444,387.52,4.62,265.6,896.0,462.88,1106.88,0.006960292,1620.08,462.88,2001.3774,20.5403,1106.88,2001.3774,14460.6,0.17939137392,8032.693742700001,9456.4874118,4.62,20.5403
18,AL,Elmore,9.0,79303.0,0.458116339,0.541883661,0.000668323,0.01105885,0.001260986,26487.691,31102.23881,28733.2946,0.003489275,0.241905872,0.751187527,0.006906601,26.86,63.0,18.0,10.0,0.4,1.1096679822957516,74.96,19.94,0.65,0.34,2.68,1.44,90.0,51546.950000000004,0.24824575894123704,14248.443778340916,13163.191729560469,8.246094101999999,0.29777562035,0.24824575894123704,0.00442354,761078628.7767686,17216.99915,14248.443778340916,893669790.4472834,13163.191729560469,761078628.7767686,893669790.4472834,517199.3028,18676.64149,0.18171667375445855,0.18171667375445855,483.48,630.0,4722.48,8.246094101999999,517199.3028,483.48,11.700000000000001,90.0,630.0,749.5999999999999,199.4,0.00442354,4722.48,749.5999999999999,1494.7024,200.8928,199.4,1494.7024,51546.950000000004,0.29777562035,17216.99915,18676.64149,11.700000000000001,200.8928
19,AL,Escambia,11.6,38319.0,0.364884261,0.635115739,0.004827892,0.015318771,0.002192124,28700.80552,34127.01467,31107.88603,0.004831024,0.353550497,0.638885103,0.0075644,28.65,63.0,11.0,12.0,0.5,1.6701897231138598,61.35,31.74,0.22,3.32,1.87,1.51,139.2,8430.18,0.23174373707448387,12452.410527999107,11350.778005328773,4.013726871,0.08027453742,0.23174373707448387,0.0076593855,892821387.0853549,6314.177214400001,12452.410527999107,1061619282.898498,11350.778005328773,892821387.0853549,1061619282.898498,342186.74633,6843.7349266,0.2258781456915462,0.2258781456915462,315.15,756.0,3865.05,4.013726871,342186.74633,315.15,2.42,139.2,756.0,736.2,380.88,0.0076593855,3865.05,736.2,1947.249,114.7245,380.88,1947.249,8430.18,0.08027453742,6314.177214400001,6843.7349266,2.42,114.7245
20,AL,Etowah,10.8,104430.0,0.625165182,0.374834818,0.004605956,0.014957388,0.002144977,28157.59113,32375.95796,30118.36749,0.007027291,0.301696582,0.683885822,0.014417596,29.12,72.0,15.0,12.0,1.0,1.4938236139040506,79.28,15.05,0.63,0.36,3.3,1.48,129.60000000000002,65790.9,0.2343336772149069,20240.32165048775,18828.954693428735,9.37747773,0.39385406466,0.2343336772149069,0.014957388,848060677.2865044,17739.2824119,20240.32165048775,975110999.6800708,18828.954693428735,848060677.2865044,975110999.6800708,451775.51235000003,18974.5715187,0.20632601497566042,0.20632601497566042,436.8,864.0,5708.16,9.37747773,451775.51235000003,436.8,9.45,129.60000000000002,864.0,951.36,180.60000000000002,0.014957388,5708.16,951.36,1193.164,261.62399999999997,180.60000000000002,1193.164,65790.9,0.39385406466,17739.2824119,18974.5715187,9.45,261.62399999999997
21,AL,Geneva,10.2,26790.0,0.103583427,0.896416573,0.002948862,0.014184397,0.000933184,23075.94477,37585.60794,27504.67054,0.002511758,0.183065969,0.807840782,0.009093249,28.03,65.0,9.0,8.0,0.4,1.007838745800672,84.7,9.42,0.24,0.74,3.43,1.55,81.6,6429.599999999999,0.09285390065093567,3893.2460763036106,2849.0280330391406,0.932250843,0.02486002248,0.09285390065093567,0.0056737588,634696258.298086,5538.226744799999,3893.2460763036106,1033779763.4353081,2849.0280330391406,634696258.298086,1033779763.4353081,247542.03485999999,6601.1209296,0.14788815555454776,0.14788815555454776,252.27,520.0,5505.5,0.932250843,247542.03485999999,252.27,2.16,81.6,520.0,677.6,75.36,0.0056737588,5505.5,677.6,797.874,290.521,75.36,797.874,6429.599999999999,0.02486002248,5538.226744799999,6601.1209296,2.16,290.521
22,AL,Greene,17.0,9045.0,0.0,1.0,0.01116639,0.010060807,0.001547816,26754.42043,31891.06145,28090.84302,0.001409619,0.830914232,0.165127238,0.00395853,25.12,44.0,12.0,16.0,1.1,3.2061912658927585,17.27,81.25,0.17,0.12,0.76,0.48,272.0,1537.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0110668877,751554224.3902109,4548.2514731,0.0,895846800.9331236,0.0,751554224.3902109,895846800.9331236,337090.11624,4775.4433134,0.13720657214505122,0.13720657214505122,301.44,704.0,759.88,0.0,337090.11624,301.44,2.04,272.0,704.0,276.32,1300.0,0.0110668877,759.88,276.32,1403.1875,13.1252,1300.0,1403.1875,1537.65,0.0,4548.2514731,4775.4433134,2.04,13.1252
23,AL,Hale,14.8,15760.0,0.108312183,0.891687817,0.002030457,0.010850254,0.001015228,28485.28015,0.0,28837.55869,0.003489848,0.606525444,0.389578768,0.003895788,24.75,64.0,9.0,14.0,0.6,0.697969543147208,39.42,58.79,0.22,0.15,0.89,0.56,207.20000000000002,3467.2,0.09658065401377451,0.0,3123.4589341045207,0.9748096470000001,0.023828680260000002,0.09658065401377451,0.0065101524,821445938.126717,6266.761633,0.0,0.0,3123.4589341045207,821445938.126717,0.0,259538.02821000002,6344.2629118,0.23628943523417298,0.23628943523417298,222.75,896.0,2522.88,0.9748096470000001,259538.02821000002,222.75,1.98,207.20000000000002,896.0,551.88,823.06,0.0065101524,2522.88,551.88,2317.5018,35.083800000000004,823.06,2317.5018,3467.2,0.023828680260000002,6266.761633,6344.2629118,1.98,35.083800000000004
24,AL,Henry,10.8,17302.0,0.122471391,0.877528609,0.002947636,0.014738181,0.001329326,29448.31933,33727.03412,30038.75407,0.002716449,0.348982424,0.645814061,0.005203515,23.78,51.0,15.0,10.0,1.2,0.8669517974800601,67.8,28.41,0.26,0.31,2.25,1.02,108.0,4498.52,0.1074721493865251,4130.596782980861,3678.8879948598114,1.837070865,0.03184256166,0.1074721493865251,0.0176858172,884590822.1286972,7656.5630258,4130.596782980861,1013118083.4411787,3678.8879948598114,884590822.1286972,1013118083.4411787,450581.31104999996,7810.0760582,0.2253777564610639,0.2253777564610639,356.70000000000005,510.0,3457.7999999999997,1.837070865,450581.31104999996,356.70000000000005,3.9000000000000004,108.0,510.0,678.0,284.1,0.0176858172,3457.7999999999997,678.0,1926.1979999999999,152.54999999999998,284.1,1926.1979999999999,4498.52,0.03184256166,7656.5630258,7810.0760582,3.9000000000000004,152.54999999999998
25,AL,Houston,9.0,101547.0,0.661959487,0.338040513,0.004717028,0.02088688,0.003121707,32431.32541,35866.37047,34069.69704,0.006381282,0.292919612,0.700946448,0.00613394,24.52,63.0,20.0,11.0,0.7,0.9355273912572504,68.67,25.64,0.79,0.39,2.95,1.73,99.0,80222.13,0.2237691245706968,23742.084196873147,22552.759174843817,13.239189739999999,0.52294799473,0.2237691245706968,0.014620815999999998,1104925431.3243537,25620.747073900002,23742.084196873147,1221956375.8373024,22552.759174843817,1104925431.3243537,1221956375.8373024,681393.9408,26915.0606616,0.20532096158093818,0.20532096158093818,490.4,693.0,4326.21,13.239189739999999,681393.9408,490.4,15.8,99.0,693.0,755.37,282.04,0.014620815999999998,4326.21,755.37,1760.6988000000001,202.5765,282.04,1760.6988000000001,80222.13,0.52294799473,25620.747073900002,26915.0606616,15.8,202.5765
26,AL,Jackson,11.6,53227.0,0.229826968,0.770173032,0.001803596,0.013170008,0.001615721,26310.98266,32214.60484,29591.55894,0.003754861,0.305355945,0.67466705,0.019977005,28.36,71.0,11.0,7.0,0.8,1.5217840569635712,90.06,3.33,0.31,1.28,2.52,2.59,81.2,16500.37,0.17700653277992698,7403.784955695325,6800.938269573493,2.528096648,0.07124636008,0.17700653277992698,0.0105360064,778582994.152708,8156.404624600001,7403.784955695325,953280377.8516692,6800.938269573493,778582994.152708,953280377.8516692,325507.14834,9173.3832714,0.20601359461311228,0.20601359461311228,311.96,497.0,6394.26,2.528096648,325507.14834,311.96,3.41,81.2,497.0,630.4200000000001,23.310000000000002,0.0105360064,6394.26,630.4200000000001,299.8998,226.9512,23.310000000000002,299.8998,16500.37,0.07124636008,8156.404624600001,9173.3832714,3.41,226.9512
27,AL,Jefferson,10.2,658466.0,0.901662349,0.098337651,0.005912226,0.018464127,0.001808749,39765.91246,45957.7435,43295.32206,0.00234656,0.521533699,0.470674109,0.007792191,23.01,63.0,28.0,11.0,0.7,0.9947362506188626,51.67,41.84,1.38,0.22,3.87,1.1,112.19999999999999,908683.08,0.0886673573958022,41438.366958949475,39037.76178933112,25.246545771999997,1.24429404162,0.0886673573958022,0.012924888899999999,1721677986.9654667,54876.959194799994,41438.366958949475,1989755305.9833715,39037.76178933112,1721677986.9654667,1989755305.9833715,1212269.01768,59747.54444279999,0.24547240909029922,0.24547240909029922,644.2800000000001,693.0,3255.21,25.246545771999997,1212269.01768,644.2800000000001,38.64,112.19999999999999,693.0,568.37,460.24,0.012924888899999999,3255.21,568.37,2161.8728,199.96290000000002,460.24,2161.8728,908683.08,1.24429404162,54876.959194799994,59747.54444279999,38.64,199.96290000000002
28,AL,Lamar,13.0,14564.0,0.0,1.0,0.000480637,0.014007141,0.001373249,24740.90168,0.0,29344.9286,0.004051085,0.228127208,0.765936396,0.005936396,26.59,58.0,9.0,9.0,0.0,1.37324910738808,86.12,11.23,0.03,0.16,1.24,1.26,117.0,436.91999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726019993.29922,742.2270503999999,0.0,0.0,0.0,726019993.29922,0.0,264104.3574,880.347858,0.17473093152506236,0.17473093152506236,239.31,522.0,4994.96,0.0,264104.3574,239.31,0.27,117.0,522.0,775.08,101.07000000000001,0.0,4994.96,775.08,967.1276000000001,106.78880000000001,101.07000000000001,967.1276000000001,436.91999999999996,0.0,742.2270503999999,880.347858,0.27,106.78880000000001
